"id_policy","id_client","id_vehicle","id_claim","id_year","claim_amount","claim_nb"
"A00035012-V02","A00035012","V02","CL01","Year 0",261.03,1
"A00035014-V01","A00035014","V01","CL01","Year 0",364.93,1
"A00035014-V03","A00035014","V03","CL01","Year 0",14.66,1
"A00035020-V02","A00035020","V02","CL01","Year 0",1111.88,1
"A00035020-V02","A00035020","V02","CL02","Year 0",1730.45,1
"A00035022-V01","A00035022","V01","CL01","Year 0",2406.63,1
"A00035052-V01","A00035052","V01","CL01","Year 0",1759.35,1
"A00035054-V01","A00035054","V01","CL01","Year 0",183.63,1
"A00035058-V02","A00035058","V02","CL01","Year 0",13.42,1
"A00035072-V01","A00035072","V01","CL01","Year 0",29.75,1
"A00035072-V01","A00035072","V01","CL02","Year 0",855.89,1
"A00035072-V01","A00035072","V01","CL03","Year 0",640.73,1
"A00035072-V02","A00035072","V02","CL01","Year 0",17.18,1
"A00035088-V01","A00035088","V01","CL01","Year 0",283.7,1
"A00035088-V02","A00035088","V02","CL01","Year 0",365.6,1
"A00035090-V01","A00035090","V01","CL01","Year 0",3793.44,1
"A00035093-V03","A00035093","V03","CL01","Year 0",86.67,1
"A00035103-V02","A00035103","V02","CL01","Year 0",507.22,1
"A00035108-V01","A00035108","V01","CL01","Year 0",109.52,1
"A00035114-V02","A00035114","V02","CL01","Year 0",42.91,1
"A00035122-V02","A00035122","V02","CL01","Year 0",6343.19,1
"A00035138-V01","A00035138","V01","CL01","Year 0",1025.17,1
"A00035145-V01","A00035145","V01","CL01","Year 0",85.92,1
"A00035158-V01","A00035158","V01","CL01","Year 0",246.31,1
"A00035164-V02","A00035164","V02","CL01","Year 0",1369.48,1
"A00035166-V01","A00035166","V01","CL01","Year 0",328.96,1
"A00035170-V03","A00035170","V03","CL01","Year 0",30.39,1
"A00035179-V01","A00035179","V01","CL01","Year 0",81.97,1
"A00035180-V01","A00035180","V01","CL01","Year 0",557.08,1
"A00035190-V01","A00035190","V01","CL01","Year 0",1196.39,1
"A00035190-V01","A00035190","V01","CL02","Year 0",394,1
"A00035191-V03","A00035191","V03","CL01","Year 0",72.26,1
"A00035192-V02","A00035192","V02","CL01","Year 0",3590.78,1
"A00035193-V01","A00035193","V01","CL01","Year 0",-14.06,1
"A00035193-V01","A00035193","V01","CL02","Year 0",1781.32,1
"A00035208-V01","A00035208","V01","CL01","Year 0",122.01,1
"A00035214-V01","A00035214","V01","CL01","Year 0",1279.87,1
"A00035230-V05","A00035230","V05","CL01","Year 0",180,1
"A00035249-V01","A00035249","V01","CL01","Year 0",13.42,1
"A00035259-V01","A00035259","V01","CL01","Year 0",402.38,1
"A00035266-V02","A00035266","V02","CL01","Year 0",183.09,1
"A00035281-V01","A00035281","V01","CL01","Year 0",23.25,1
"A00035296-V01","A00035296","V01","CL01","Year 0",561.01,1
"A00035298-V01","A00035298","V01","CL01","Year 0",1418.73,1
"A00035301-V02","A00035301","V02","CL01","Year 0",87.16,1
"A00035312-V02","A00035312","V02","CL01","Year 0",1957.64,1
"A00035314-V01","A00035314","V01","CL01","Year 0",2.57,1
"A00035324-V02","A00035324","V02","CL01","Year 0",2267.65,1
"A00035332-V01","A00035332","V01","CL01","Year 0",2006.14,1
"A00035341-V01","A00035341","V01","CL01","Year 0",231.42,1
"A00035341-V03","A00035341","V03","CL01","Year 0",66.44,1
"A00035353-V01","A00035353","V01","CL01","Year 0",-184.45,1
"A00035364-V01","A00035364","V01","CL01","Year 0",1492.24,1
"A00035374-V03","A00035374","V03","CL01","Year 0",-162.99,1
"A00035377-V01","A00035377","V01","CL01","Year 0",8236.08,1
"A00035381-V02","A00035381","V02","CL01","Year 0",304.36,1
"A00035389-V02","A00035389","V02","CL01","Year 0",1108.11,1
"A00035389-V02","A00035389","V02","CL02","Year 0",2025.04,1
"A00035390-V01","A00035390","V01","CL01","Year 0",238.8,1
"A00035390-V01","A00035390","V01","CL02","Year 0",60.67,1
"A00035408-V02","A00035408","V02","CL01","Year 0",37.23,1
"A00035411-V01","A00035411","V01","CL01","Year 0",78.21,1
"A00035413-V01","A00035413","V01","CL01","Year 0",1082.97,1
"A00035460-V01","A00035460","V01","CL01","Year 0",139.43,1
"A00035471-V01","A00035471","V01","CL01","Year 0",27298.12,1
"A00035472-V01","A00035472","V01","CL01","Year 0",337.05,1
"A00035489-V01","A00035489","V01","CL01","Year 0",178.72,1
"A00035490-V01","A00035490","V01","CL01","Year 0",4512.86,1
"A00035490-V01","A00035490","V01","CL02","Year 0",279.55,1
"A00035493-V02","A00035493","V02","CL01","Year 0",831.21,1
"A00035495-V01","A00035495","V01","CL01","Year 0",163.67,1
"A00035503-V01","A00035503","V01","CL01","Year 0",7.07,1
"A00035520-V01","A00035520","V01","CL01","Year 0",120.58,1
"A00035548-V02","A00035548","V02","CL01","Year 0",221.21,1
"A00035559-V01","A00035559","V01","CL01","Year 0",959.15,1
"A00035563-V02","A00035563","V02","CL01","Year 0",420.82,1
"A00035572-V02","A00035572","V02","CL01","Year 0",281.07,1
"A00035572-V03","A00035572","V03","CL01","Year 0",2944.73,1
"A00035582-V01","A00035582","V01","CL01","Year 0",1205.64,1
"A00035586-V01","A00035586","V01","CL01","Year 0",49.18,1
"A00035586-V01","A00035586","V01","CL02","Year 0",324.44,1
"A00035598-V01","A00035598","V01","CL01","Year 0",372.01,1
"A00035611-V01","A00035611","V01","CL01","Year 0",327.82,1
"A00035617-V01","A00035617","V01","CL01","Year 0",2098.17,1
"A00035646-V01","A00035646","V01","CL01","Year 0",-747.53,1
"A00035646-V01","A00035646","V01","CL02","Year 0",1205.62,1
"A00035648-V02","A00035648","V02","CL01","Year 0",175.6,1
"A00035662-V02","A00035662","V02","CL01","Year 0",412.16,1
"A00035673-V01","A00035673","V01","CL01","Year 0",653.19,1
"A00035673-V01","A00035673","V01","CL02","Year 0",2805.34,1
"A00035684-V01","A00035684","V01","CL01","Year 0",597.74,1
"A00035692-V02","A00035692","V02","CL01","Year 0",309.68,1
"A00035695-V01","A00035695","V01","CL01","Year 0",121.11,1
"A00035697-V03","A00035697","V03","CL01","Year 0",1270.58,1
"A00035711-V01","A00035711","V01","CL01","Year 0",1262.12,1
"A00035711-V01","A00035711","V01","CL02","Year 0",14.22,1
"A00035714-V03","A00035714","V03","CL01","Year 0",66.91,1
"A00035718-V02","A00035718","V02","CL01","Year 0",466.59,1
"A00035721-V01","A00035721","V01","CL01","Year 0",38.49,1
"A00035727-V02","A00035727","V02","CL01","Year 0",1606.37,1
"A00035727-V02","A00035727","V02","CL02","Year 0",6005.49,1
"A00035729-V01","A00035729","V01","CL01","Year 0",2079.37,1
"A00035729-V02","A00035729","V02","CL01","Year 0",1829.38,1
"A00035744-V01","A00035744","V01","CL01","Year 0",34.79,1
"A00035744-V01","A00035744","V01","CL02","Year 0",28.63,1
"A00035750-V01","A00035750","V01","CL01","Year 0",737.99,1
"A00035753-V02","A00035753","V02","CL01","Year 0",393.73,1
"A00035756-V01","A00035756","V01","CL01","Year 0",81.31,1
"A00035761-V01","A00035761","V01","CL01","Year 0",1024.81,1
"A00035761-V01","A00035761","V01","CL02","Year 0",8617.2,1
"A00035761-V03","A00035761","V03","CL01","Year 0",85.61,1
"A00035772-V01","A00035772","V01","CL01","Year 0",124.64,1
"A00035778-V02","A00035778","V02","CL01","Year 0",205.08,1
"A00035813-V02","A00035813","V02","CL01","Year 0",1066.82,1
"A00035814-V01","A00035814","V01","CL01","Year 0",202.96,1
"A00035844-V01","A00035844","V01","CL01","Year 0",2885.78,1
"A00035844-V01","A00035844","V01","CL02","Year 0",1267.38,1
"A00035845-V01","A00035845","V01","CL01","Year 0",1042.53,1
"A00035846-V03","A00035846","V03","CL01","Year 0",-193.99,1
"A00035856-V01","A00035856","V01","CL01","Year 0",362.45,1
"A00035874-V02","A00035874","V02","CL01","Year 0",96.34,1
"A00035882-V01","A00035882","V01","CL01","Year 0",1033.41,1
"A00035887-V03","A00035887","V03","CL01","Year 0",1764.24,1
"A00035893-V01","A00035893","V01","CL01","Year 0",8859.01,1
"A00035897-V03","A00035897","V03","CL01","Year 0",638.22,1
"A00035904-V01","A00035904","V01","CL01","Year 0",260.38,1
"A00035906-V01","A00035906","V01","CL01","Year 0",19.33,1
"A00035907-V01","A00035907","V01","CL01","Year 0",31.95,1
"A00035912-V01","A00035912","V01","CL01","Year 0",1813.35,1
"A00035917-V01","A00035917","V01","CL01","Year 0",1363.18,1
"A00035917-V01","A00035917","V01","CL02","Year 0",2026.43,1
"A00035919-V02","A00035919","V02","CL01","Year 0",199.05,1
"A00035919-V02","A00035919","V02","CL02","Year 0",470.84,1
"A00035946-V01","A00035946","V01","CL01","Year 0",9.4,1
"A00035961-V01","A00035961","V01","CL01","Year 0",93.36,1
"A00035966-V02","A00035966","V02","CL01","Year 0",757.93,1
"A00035969-V01","A00035969","V01","CL01","Year 0",2014.72,1
"A00035999-V02","A00035999","V02","CL01","Year 0",252.38,1
"A00036003-V01","A00036003","V01","CL01","Year 0",9045.34,1
"A00036021-V03","A00036021","V03","CL01","Year 0",21.78,1
"A00036021-V03","A00036021","V03","CL02","Year 0",508.92,1
"A00036030-V01","A00036030","V01","CL01","Year 0",95.96,1
"A00036032-V03","A00036032","V03","CL01","Year 0",224.06,1
"A00036036-V01","A00036036","V01","CL01","Year 0",115.91,1
"A00036048-V02","A00036048","V02","CL01","Year 0",1.09,1
"A00036048-V05","A00036048","V05","CL01","Year 0",81.43,1
"A00036048-V07","A00036048","V07","CL01","Year 0",49.71,1
"A00036058-V04","A00036058","V04","CL01","Year 0",237.45,1
"A00036058-V04","A00036058","V04","CL02","Year 0",2110.19,1
"A00036063-V01","A00036063","V01","CL01","Year 0",125.49,1
"A00036068-V01","A00036068","V01","CL01","Year 0",-494.61,1
"A00036069-V01","A00036069","V01","CL01","Year 0",119.55,1
"A00036070-V01","A00036070","V01","CL01","Year 0",280.28,1
"A00036070-V04","A00036070","V04","CL01","Year 0",73.09,1
"A00036070-V04","A00036070","V04","CL02","Year 0",215.47,1
"A00036070-V05","A00036070","V05","CL01","Year 0",3398.72,1
"A00036096-V01","A00036096","V01","CL01","Year 0",1923.74,1
"A00036099-V01","A00036099","V01","CL01","Year 0",172.4,1
"A00036103-V01","A00036103","V01","CL01","Year 0",894.76,1
"A00036112-V01","A00036112","V01","CL01","Year 0",386.13,1
"A00036132-V02","A00036132","V02","CL01","Year 0",2242.96,1
"A00036133-V01","A00036133","V01","CL01","Year 0",652.67,1
"A00036133-V01","A00036133","V01","CL02","Year 0",1598,1
"A00036138-V01","A00036138","V01","CL01","Year 0",788.19,1
"A00036138-V02","A00036138","V02","CL01","Year 0",4747.49,1
"A00036145-V04","A00036145","V04","CL01","Year 0",1398.55,1
"A00036146-V01","A00036146","V01","CL01","Year 0",1568.62,1
"A00036150-V03","A00036150","V03","CL01","Year 0",1531.55,1
"A00036155-V01","A00036155","V01","CL01","Year 0",3176.77,1
"A00036160-V01","A00036160","V01","CL01","Year 0",124.58,1
"A00036163-V02","A00036163","V02","CL01","Year 0",74.76,1
"A00036170-V01","A00036170","V01","CL01","Year 0",7523.67,1
"A00036172-V01","A00036172","V01","CL01","Year 0",1117.68,1
"A00036191-V01","A00036191","V01","CL01","Year 0",171.88,1
"A00036195-V01","A00036195","V01","CL01","Year 0",581.61,1
"A00036206-V01","A00036206","V01","CL01","Year 0",789.59,1
"A00036207-V01","A00036207","V01","CL01","Year 0",691.38,1
"A00036207-V01","A00036207","V01","CL02","Year 0",-82.9,1
"A00036207-V02","A00036207","V02","CL01","Year 0",215.31,1
"A00036240-V01","A00036240","V01","CL01","Year 0",484.85,1
"A00036245-V01","A00036245","V01","CL01","Year 0",112.7,1
"A00036249-V01","A00036249","V01","CL01","Year 0",225.67,1
"A00036251-V04","A00036251","V04","CL01","Year 0",43.21,1
"A00036252-V01","A00036252","V01","CL01","Year 0",1689.43,1
"A00036257-V01","A00036257","V01","CL01","Year 0",220.62,1
"A00036275-V01","A00036275","V01","CL01","Year 0",36.8,1
"A00036277-V02","A00036277","V02","CL01","Year 0",2147.82,1
"A00036277-V02","A00036277","V02","CL02","Year 0",1964.75,1
"A00036279-V01","A00036279","V01","CL01","Year 0",242.21,1
"A00036280-V01","A00036280","V01","CL01","Year 0",747.31,1
"A00036287-V02","A00036287","V02","CL01","Year 0",1950.51,1
"A00036287-V02","A00036287","V02","CL02","Year 0",2176.81,1
"A00036291-V04","A00036291","V04","CL01","Year 0",214.94,1
"A00036293-V01","A00036293","V01","CL01","Year 0",817.69,1
"A00036295-V01","A00036295","V01","CL01","Year 0",265.56,1
"A00036307-V01","A00036307","V01","CL01","Year 0",102.31,1
"A00036309-V01","A00036309","V01","CL01","Year 0",2690.24,1
"A00036309-V01","A00036309","V01","CL02","Year 0",5198.36,1
"A00036311-V01","A00036311","V01","CL01","Year 0",27.38,1
"A00036321-V03","A00036321","V03","CL01","Year 0",630.57,1
"A00036326-V01","A00036326","V01","CL01","Year 0",-609.87,1
"A00036334-V03","A00036334","V03","CL01","Year 0",1714.92,1
"A00036338-V01","A00036338","V01","CL01","Year 0",851.35,1
"A00036343-V01","A00036343","V01","CL01","Year 0",221.59,1
"A00036343-V04","A00036343","V04","CL01","Year 0",1451.71,1
"A00036344-V02","A00036344","V02","CL01","Year 0",32.46,1
"A00036344-V02","A00036344","V02","CL02","Year 0",5.71,1
"A00036346-V01","A00036346","V01","CL01","Year 0",796.48,1
"A00036354-V01","A00036354","V01","CL01","Year 0",1063.62,1
"A00036360-V02","A00036360","V02","CL01","Year 0",453.27,1
"A00036363-V01","A00036363","V01","CL01","Year 0",17.92,1
"A00036371-V01","A00036371","V01","CL01","Year 0",576.86,1
"A00036374-V02","A00036374","V02","CL01","Year 0",12.75,1
"A00036375-V02","A00036375","V02","CL01","Year 0",112.72,1
"A00036375-V02","A00036375","V02","CL02","Year 0",415.43,1
"A00036375-V03","A00036375","V03","CL01","Year 0",235.7,1
"A00036384-V02","A00036384","V02","CL01","Year 0",2687.67,1
"A00036387-V01","A00036387","V01","CL01","Year 0",3330.72,1
"A00036389-V02","A00036389","V02","CL01","Year 0",546.35,1
"A00036397-V02","A00036397","V02","CL01","Year 0",22.35,1
"A00036414-V02","A00036414","V02","CL01","Year 0",209.45,1
"A00036415-V01","A00036415","V01","CL01","Year 0",367.74,1
"A00036422-V02","A00036422","V02","CL01","Year 0",98.81,1
"A00036443-V01","A00036443","V01","CL01","Year 0",85.84,1
"A00036454-V01","A00036454","V01","CL01","Year 0",587.39,1
"A00036454-V01","A00036454","V01","CL02","Year 0",16.55,1
"A00036459-V01","A00036459","V01","CL01","Year 0",225.49,1
"A00036460-V02","A00036460","V02","CL01","Year 0",186.28,1
"A00036471-V01","A00036471","V01","CL01","Year 0",618.32,1
"A00036489-V02","A00036489","V02","CL01","Year 0",723.91,1
"A00036490-V01","A00036490","V01","CL01","Year 0",572.29,1
"A00036490-V01","A00036490","V01","CL02","Year 0",1165.82,1
"A00036490-V01","A00036490","V01","CL03","Year 0",4960.16,1
"A00036492-V01","A00036492","V01","CL01","Year 0",1273.3,1
"A00036538-V01","A00036538","V01","CL01","Year 0",42.49,1
"A00036538-V01","A00036538","V01","CL02","Year 0",416.24,1
"A00036561-V02","A00036561","V02","CL01","Year 0",298.24,1
"A00036561-V02","A00036561","V02","CL02","Year 0",341.96,1
"A00036566-V02","A00036566","V02","CL01","Year 0",3770.92,1
"A00036572-V01","A00036572","V01","CL01","Year 0",343.53,1
"A00036575-V01","A00036575","V01","CL01","Year 0",279.84,1
"A00036578-V01","A00036578","V01","CL01","Year 0",88.76,1
"A00036578-V02","A00036578","V02","CL01","Year 0",65.11,1
"A00036591-V02","A00036591","V02","CL01","Year 0",46.38,1
"A00036596-V02","A00036596","V02","CL01","Year 0",373.13,1
"A00036599-V03","A00036599","V03","CL01","Year 0",-738,1
"A00036632-V02","A00036632","V02","CL01","Year 0",618.99,1
"A00036635-V01","A00036635","V01","CL01","Year 0",2.13,1
"A00036674-V01","A00036674","V01","CL01","Year 0",221.74,1
"A00036674-V01","A00036674","V01","CL02","Year 0",912.69,1
"A00036679-V01","A00036679","V01","CL01","Year 0",348.58,1
"A00036683-V05","A00036683","V05","CL01","Year 0",36.92,1
"A00036693-V01","A00036693","V01","CL01","Year 0",54.56,1
"A00036694-V01","A00036694","V01","CL01","Year 0",24.87,1
"A00036695-V02","A00036695","V02","CL01","Year 0",352.57,1
"A00036696-V02","A00036696","V02","CL01","Year 0",4331.15,1
"A00036697-V01","A00036697","V01","CL01","Year 0",-209.4,1
"A00036697-V01","A00036697","V01","CL02","Year 0",308.73,1
"A00036698-V01","A00036698","V01","CL01","Year 0",104.84,1
"A00036704-V01","A00036704","V01","CL01","Year 0",8607.76,1
"A00036705-V01","A00036705","V01","CL01","Year 0",2718.48,1
"A00036732-V02","A00036732","V02","CL01","Year 0",3422.47,1
"A00036748-V01","A00036748","V01","CL01","Year 0",1777.75,1
"A00036779-V01","A00036779","V01","CL01","Year 0",323.73,1
"A00036780-V02","A00036780","V02","CL01","Year 0",958.04,1
"A00036781-V01","A00036781","V01","CL01","Year 0",4.35,1
"A00036784-V01","A00036784","V01","CL01","Year 0",23.03,1
"A00036796-V02","A00036796","V02","CL01","Year 0",737.71,1
"A00036796-V02","A00036796","V02","CL02","Year 0",314.44,1
"A00036809-V01","A00036809","V01","CL01","Year 0",5309.79,1
"A00036815-V02","A00036815","V02","CL01","Year 0",319.71,1
"A00036817-V01","A00036817","V01","CL01","Year 0",53.63,1
"A00036820-V01","A00036820","V01","CL01","Year 0",149.3,1
"A00036826-V01","A00036826","V01","CL01","Year 0",72.03,1
"A00036826-V01","A00036826","V01","CL02","Year 0",174.77,1
"A00036828-V01","A00036828","V01","CL01","Year 0",1298.79,1
"A00036830-V01","A00036830","V01","CL01","Year 0",465.98,1
"A00036835-V01","A00036835","V01","CL01","Year 0",1365.22,1
"A00036845-V03","A00036845","V03","CL01","Year 0",12.13,1
"A00036862-V01","A00036862","V01","CL01","Year 0",1628.19,1
"A00036863-V01","A00036863","V01","CL01","Year 0",143.4,1
"A00036874-V01","A00036874","V01","CL01","Year 0",165.1,1
"A00036884-V01","A00036884","V01","CL01","Year 0",430.08,1
"A00036888-V02","A00036888","V02","CL01","Year 0",586.38,1
"A00036903-V02","A00036903","V02","CL01","Year 0",3492.74,1
"A00036903-V03","A00036903","V03","CL01","Year 0",1860.57,1
"A00036920-V03","A00036920","V03","CL01","Year 0",809.15,1
"A00036933-V01","A00036933","V01","CL01","Year 0",1501.28,1
"A00036933-V01","A00036933","V01","CL02","Year 0",1959.77,1
"A00036933-V05","A00036933","V05","CL01","Year 0",250.26,1
"A00036943-V01","A00036943","V01","CL01","Year 0",743.18,1
"A00036946-V03","A00036946","V03","CL01","Year 0",2683.83,1
"A00036947-V02","A00036947","V02","CL01","Year 0",749.92,1
"A00036953-V01","A00036953","V01","CL01","Year 0",1278.33,1
"A00036954-V01","A00036954","V01","CL01","Year 0",318.21,1
"A00036961-V02","A00036961","V02","CL01","Year 0",115.8,1
"A00036961-V02","A00036961","V02","CL02","Year 0",29.42,1
"A00036970-V02","A00036970","V02","CL01","Year 0",466.09,1
"A00036979-V01","A00036979","V01","CL01","Year 0",3360.81,1
"A00036989-V01","A00036989","V01","CL01","Year 0",7351,1
"A00036990-V01","A00036990","V01","CL01","Year 0",331.41,1
"A00036996-V01","A00036996","V01","CL01","Year 0",1586.58,1
"A00037007-V03","A00037007","V03","CL01","Year 0",38026.79,1
"A00037023-V01","A00037023","V01","CL01","Year 0",1525.06,1
"A00037027-V01","A00037027","V01","CL01","Year 0",400.87,1
"A00037040-V03","A00037040","V03","CL01","Year 0",675.68,1
"A00037043-V02","A00037043","V02","CL01","Year 0",21.6,1
"A00037055-V01","A00037055","V01","CL01","Year 0",368.37,1
"A00037055-V01","A00037055","V01","CL02","Year 0",74.18,1
"A00037062-V02","A00037062","V02","CL01","Year 0",1364.97,1
"A00037065-V01","A00037065","V01","CL01","Year 0",186.06,1
"A00037104-V01","A00037104","V01","CL01","Year 0",410.04,1
"A00037105-V01","A00037105","V01","CL01","Year 0",370.27,1
"A00037105-V01","A00037105","V01","CL02","Year 0",756.7,1
"A00037107-V04","A00037107","V04","CL01","Year 0",1529.71,1
"A00037117-V03","A00037117","V03","CL01","Year 0",919.26,1
"A00037117-V04","A00037117","V04","CL01","Year 0",125.45,1
"A00037118-V01","A00037118","V01","CL01","Year 0",-929.88,1
"A00037119-V01","A00037119","V01","CL01","Year 0",3062.08,1
"A00037124-V04","A00037124","V04","CL01","Year 0",-37.93,1
"A00037130-V01","A00037130","V01","CL01","Year 0",334.34,1
"A00037135-V04","A00037135","V04","CL01","Year 0",1282.28,1
"A00037153-V01","A00037153","V01","CL01","Year 0",1116.14,1
"A00037155-V01","A00037155","V01","CL01","Year 0",55.33,1
"A00037156-V01","A00037156","V01","CL01","Year 0",580.79,1
"A00037156-V01","A00037156","V01","CL02","Year 0",252.82,1
"A00037161-V01","A00037161","V01","CL01","Year 0",30.2,1
"A00037178-V02","A00037178","V02","CL01","Year 0",620.23,1
"A00037183-V01","A00037183","V01","CL01","Year 0",-76.58,1
"A00037186-V01","A00037186","V01","CL01","Year 0",385.27,1
"A00037192-V02","A00037192","V02","CL01","Year 0",17.24,1
"A00037211-V02","A00037211","V02","CL01","Year 0",2082.46,1
"A00037214-V02","A00037214","V02","CL01","Year 0",16.97,1
"A00037234-V02","A00037234","V02","CL01","Year 0",333.44,1
"A00037234-V02","A00037234","V02","CL02","Year 0",406.55,1
"A00037239-V01","A00037239","V01","CL01","Year 0",32.15,1
"A00037242-V01","A00037242","V01","CL01","Year 0",296.24,1
"A00037242-V01","A00037242","V01","CL02","Year 0",298.26,1
"A00037247-V01","A00037247","V01","CL01","Year 0",17.14,1
"A00037271-V01","A00037271","V01","CL01","Year 0",355.21,1
"A00037279-V01","A00037279","V01","CL01","Year 0",205,1
"A00037303-V01","A00037303","V01","CL01","Year 0",360.17,1
"A00037309-V03","A00037309","V03","CL01","Year 0",1349.9,1
"A00037309-V03","A00037309","V03","CL02","Year 0",1866.15,1
"A00037319-V02","A00037319","V02","CL01","Year 0",768.72,1
"A00037329-V01","A00037329","V01","CL01","Year 0",1051.37,1
"A00037356-V01","A00037356","V01","CL01","Year 0",126.75,1
"A00037364-V01","A00037364","V01","CL01","Year 0",59.95,1
"A00037364-V02","A00037364","V02","CL01","Year 0",62.42,1
"A00037369-V01","A00037369","V01","CL01","Year 0",179.98,1
"A00037370-V01","A00037370","V01","CL01","Year 0",1346.75,1
"A00037388-V04","A00037388","V04","CL01","Year 0",237.24,1
"A00037400-V01","A00037400","V01","CL01","Year 0",1748.16,1
"A00037402-V01","A00037402","V01","CL01","Year 0",2198.52,1
"A00037408-V02","A00037408","V02","CL01","Year 0",1210.13,1
"A00037416-V02","A00037416","V02","CL01","Year 0",42.56,1
"A00037417-V01","A00037417","V01","CL01","Year 0",93.67,1
"A00037422-V01","A00037422","V01","CL01","Year 0",5584.94,1
"A00037427-V01","A00037427","V01","CL01","Year 0",326.59,1
"A00037428-V01","A00037428","V01","CL01","Year 0",1208.59,1
"A00037430-V02","A00037430","V02","CL01","Year 0",84.35,1
"A00037430-V03","A00037430","V03","CL01","Year 0",77.91,1
"A00037430-V03","A00037430","V03","CL02","Year 0",266.15,1
"A00037433-V01","A00037433","V01","CL01","Year 0",1041.82,1
"A00037435-V03","A00037435","V03","CL01","Year 0",2627.55,1
"A00037436-V01","A00037436","V01","CL01","Year 0",420.47,1
"A00037456-V02","A00037456","V02","CL01","Year 0",166.35,1
"A00037457-V02","A00037457","V02","CL01","Year 0",52.84,1
"A00037460-V01","A00037460","V01","CL01","Year 0",456.86,1
"A00037463-V01","A00037463","V01","CL01","Year 0",1358.6,1
"A00037464-V01","A00037464","V01","CL01","Year 0",685.63,1
"A00037471-V01","A00037471","V01","CL01","Year 0",148.87,1
"A00037471-V02","A00037471","V02","CL01","Year 0",1394.56,1
"A00037492-V01","A00037492","V01","CL01","Year 0",274.7,1
"A00037492-V02","A00037492","V02","CL01","Year 0",50.82,1
"A00037494-V02","A00037494","V02","CL01","Year 0",2003.5,1
"A00037504-V01","A00037504","V01","CL01","Year 0",208.76,1
"A00037504-V01","A00037504","V01","CL02","Year 0",26.06,1
"A00037528-V02","A00037528","V02","CL01","Year 0",1890.06,1
"A00037533-V01","A00037533","V01","CL01","Year 0",278.62,1
"A00037533-V02","A00037533","V02","CL01","Year 0",152.5,1
"A00037534-V01","A00037534","V01","CL01","Year 0",2202.84,1
"A00037548-V02","A00037548","V02","CL01","Year 0",145.71,1
"A00037559-V02","A00037559","V02","CL01","Year 0",609.64,1
"A00037566-V01","A00037566","V01","CL01","Year 0",120.56,1
"A00037579-V01","A00037579","V01","CL01","Year 0",6007.97,1
"A00037583-V01","A00037583","V01","CL01","Year 0",224.34,1
"A00037615-V01","A00037615","V01","CL01","Year 0",127.94,1
"A00037619-V02","A00037619","V02","CL01","Year 0",180.15,1
"A00037626-V02","A00037626","V02","CL01","Year 0",121.37,1
"A00037630-V01","A00037630","V01","CL01","Year 0",782.25,1
"A00037634-V01","A00037634","V01","CL01","Year 0",165.89,1
"A00037644-V01","A00037644","V01","CL01","Year 0",648.28,1
"A00037647-V04","A00037647","V04","CL01","Year 0",924.24,1
"A00037660-V01","A00037660","V01","CL01","Year 0",16.98,1
"A00037660-V04","A00037660","V04","CL01","Year 0",161.7,1
"A00037672-V02","A00037672","V02","CL01","Year 0",578.67,1
"A00037672-V02","A00037672","V02","CL02","Year 0",696.97,1
"A00037676-V02","A00037676","V02","CL01","Year 0",173.43,1
"A00037688-V01","A00037688","V01","CL01","Year 0",1359.39,1
"A00037691-V02","A00037691","V02","CL01","Year 0",6.83,1
"A00037698-V03","A00037698","V03","CL01","Year 0",2004.38,1
"A00037700-V01","A00037700","V01","CL01","Year 0",665.96,1
"A00037700-V01","A00037700","V01","CL02","Year 0",1051.44,1
"A00037701-V02","A00037701","V02","CL01","Year 0",118.1,1
"A00037702-V01","A00037702","V01","CL01","Year 0",35,1
"A00037712-V01","A00037712","V01","CL01","Year 0",394.33,1
"A00037712-V01","A00037712","V01","CL02","Year 0",82.24,1
"A00037747-V03","A00037747","V03","CL01","Year 0",9.03,1
"A00037747-V04","A00037747","V04","CL01","Year 0",101.44,1
"A00037750-V02","A00037750","V02","CL01","Year 0",3.63,1
"A00037753-V03","A00037753","V03","CL01","Year 0",2788.24,1
"A00037760-V01","A00037760","V01","CL01","Year 0",559.77,1
"A00037763-V01","A00037763","V01","CL01","Year 0",82.99,1
"A00037774-V01","A00037774","V01","CL01","Year 0",41.73,1
"A00037793-V01","A00037793","V01","CL01","Year 0",738.16,1
"A00037796-V02","A00037796","V02","CL01","Year 0",6557.05,1
"A00037797-V01","A00037797","V01","CL01","Year 0",291,1
"A00037806-V02","A00037806","V02","CL01","Year 0",592.63,1
"A00037811-V01","A00037811","V01","CL01","Year 0",225.72,1
"A00037812-V04","A00037812","V04","CL01","Year 0",217.73,1
"A00037847-V01","A00037847","V01","CL01","Year 0",3195.57,1
"A00037849-V04","A00037849","V04","CL01","Year 0",365.14,1
"A00037849-V04","A00037849","V04","CL02","Year 0",378.34,1
"A00037849-V04","A00037849","V04","CL03","Year 0",795.5,1
"A00037858-V01","A00037858","V01","CL01","Year 0",677.69,1
"A00037858-V02","A00037858","V02","CL01","Year 0",1699.36,1
"A00037859-V03","A00037859","V03","CL01","Year 0",545.75,1
"A00037861-V02","A00037861","V02","CL01","Year 0",493.9,1
"A00037866-V02","A00037866","V02","CL01","Year 0",-677.11,1
"A00037870-V02","A00037870","V02","CL01","Year 0",93.2,1
"A00037875-V02","A00037875","V02","CL01","Year 0",114.47,1
